<<<<<<< HEAD
1524145754,"[126.66907630522088, 155.3975903614458, 111.28433734939759]","[4264.920208383736, 3344.0917211012725, 3736.7689514685244]"
=======

1524165086,105.14939759036145,150.71887550200802,147.07951807228915,1923.9166361832872,1890.7868324704439,3756.8507049886293
1524165100,67.65140562248996,104.22730923694779,85.37590361445783,802.010208867599,3945.5925072176246,1268.0305840228384
1524165120,39.18473895582329,69.58795180722892,42.3285140562249,311.7377590684021,6036.208529539845,472.0438857437783
1524165147,94.4152610441767,123.62248995983936,87.39598393574298,1554.371333365591,2997.2229480169676,1327.9130762407058
1524165158,174.82248995983934,202.57911646586345,165.09317269076305,5309.254433960743,486.0509695004919,4736.6258570023065
1524173918,132.6425702811245,154.33734939759037,119.40481927710843,3054.9589909840165,1760.2685247012141,2474.9831093046887
1524173934,38.40562248995984,80.08755020080321,65.19518072289156,314.237880034193,5663.014824922179,1690.3996554894275
1524173942,36.93815261044177,79.85220883534137,64.51164658634538,302.43874518152927,5662.906671827874,1674.1374145578297
1524173951,38.93172690763052,82.65542168674699,69.89558232931726,339.35999741939645,5576.627450524991,2023.2517475524587
1524173979,38.669076305220884,82.5140562248996,69.4706827309237,338.54912404638634,5575.58634860728,1985.2595822648022
1524174308,30.290763052208835,59.99196787148595,33.42570281124498,190.04075805228948,6623.439292914632,238.2926726988274
1524174337,30.0570281124498,61.94779116465863,36.734939759036145,160.506787955033,6476.976390703376,294.5112691730778
1524174364,132.89718875502007,166.70682730923696,106.12449799196787,3222.950072418187,1430.0273027854391,1963.9692392058191
1524174945,217.0706827309237,250.80963855421686,133.53975903614457,8171.810264995725,11.950107901485463,3123.6138810664343
1524176087,130.0995983935743,146.2313253012048,102.07389558232931,2947.4133733326885,2060.1938781632557,1815.4001619328722
1524176132,216.36787148594377,250.1726907630522,199.46506024096385,8120.391578200351,7.2304188642118685,6903.201389655007
1524176154,136.14779116465863,159.3004016064257,119.2425702811245,7572.244824438315,5555.549919517427,5193.118669698876
1524176256,215.95983935742973,244.78072289156626,200.0875502008032,8090.271479492267,22.81697779068079,6945.459804841858
1524176265,44.37269076305221,133.26506024096386,159.59036144578315,349.54624215738454,2574.1209077272947,4420.841031596265
1524176273,87.81044176706827,146.2722891566265,135.21847389558232,1342.0861560297415,2053.663208012774,3173.9297791971094
1524176279,103.51244979919679,156.10682730923693,151.77590361445783,1883.812897211335,1716.8006361187724,4013.4831141433206
1524176287,70.81927710843374,114.86345381526104,108.5437751004016,875.6163352203997,3411.158865179594,2048.6159552265285
1524236271,205.08140731088403,207.33878949893756,192.60904401273186,4354.724996195185,5381.766927069884,5044.725816570449
1524236293,86.63171610997698,87.45913476124022,66.11212915446116,6563.92991012885,8586.897926537327,5958.263994680409
>>>>>>> ffd1074038f19950ecd3c7e6fba2915f780237d5
